model_id,split,unit_type,unit_id,score_name,score,label
M39,train,cycle,141_1b3_Ar_mc_LittC2SE__0,crackle_score,0.3383407421,0
M39,train,cycle,141_1b3_Ar_mc_LittC2SE__1,crackle_score,0.3571800767,0
M39,train,cycle,141_1b3_Ar_mc_LittC2SE__2,crackle_score,0.30265859,0
M39,train,cycle,141_1b3_Ar_mc_LittC2SE__3,crackle_score,0.3737799237,0
M39,train,cycle,141_1b3_Ar_mc_LittC2SE__4,crackle_score,0.4917055902,0
M39,train,cycle,141_1b3_Pr_mc_LittC2SE__0,crackle_score,0.6416353912,1
M39,train,cycle,141_1b3_Pr_mc_LittC2SE__1,crackle_score,0.6270794824,1
M39,train,cycle,141_1b3_Pr_mc_LittC2SE__2,crackle_score,0.6426377002,1
M39,train,cycle,141_1b3_Pr_mc_LittC2SE__3,crackle_score,0.5597228858,1
M39,train,cycle,141_1b3_Pr_mc_LittC2SE__4,crackle_score,0.6053370787,1
M39,train,cycle,141_1b3_Pr_mc_LittC2SE__5,crackle_score,0.850262697,1
M39,train,cycle,142_1b1_Pl_mc_LittC2SE__0,crackle_score,0.5165671156,1
M39,train,cycle,142_1b1_Pl_mc_LittC2SE__1,crackle_score,0.6251849392,1
M39,train,cycle,142_1b1_Pl_mc_LittC2SE__2,crackle_score,0.3954779442,1
M39,train,cycle,142_1b1_Pl_mc_LittC2SE__3,crackle_score,0.3981008069,1
M39,train,cycle,142_1b1_Pl_mc_LittC2SE__4,crackle_score,0.6282918466,1
M39,train,cycle,142_1b1_Pl_mc_LittC2SE__5,crackle_score,0.4061033066,1
M39,train,cycle,142_1b1_Pl_mc_LittC2SE__6,crackle_score,0.4135111637,1
M39,train,cycle,142_1b1_Pl_mc_LittC2SE__7,crackle_score,0.3759641342,1
M39,train,cycle,142_1b1_Pl_mc_LittC2SE__8,crackle_score,0.3446754989,1
M39,train,cycle,148_1b1_Al_sc_Meditron__0,crackle_score,0.04806366782,0
M39,train,cycle,148_1b1_Al_sc_Meditron__1,crackle_score,0.4825682699,0
M39,train,cycle,148_1b1_Al_sc_Meditron__2,crackle_score,0.5192623817,0
M39,train,cycle,148_1b1_Al_sc_Meditron__3,crackle_score,0.4921629796,0
M39,train,cycle,148_1b1_Al_sc_Meditron__4,crackle_score,0.3791119869,0
M39,train,cycle,148_1b1_Al_sc_Meditron__5,crackle_score,0.8723932473,0
M39,train,cycle,148_1b1_Al_sc_Meditron__6,crackle_score,0.5845807243,0
M39,train,cycle,148_1b1_Al_sc_Meditron__7,crackle_score,0.414581142,0
M39,train,cycle,148_1b1_Al_sc_Meditron__8,crackle_score,0.5755287009,0
M39,train,cycle,148_1b1_Al_sc_Meditron__9,crackle_score,0.5526574536,0
M39,train,cycle,148_1b1_Al_sc_Meditron__10,crackle_score,0.3804018144,0
M39,train,cycle,152_1b1_Al_sc_Meditron__0,crackle_score,0.3421304557,0
M39,train,cycle,152_1b1_Al_sc_Meditron__1,crackle_score,0.6155878468,0
M39,train,cycle,152_1b1_Al_sc_Meditron__2,crackle_score,0.5230342779,0
M39,train,cycle,152_1b1_Al_sc_Meditron__3,crackle_score,0.6615218952,0
M39,train,cycle,152_1b1_Al_sc_Meditron__4,crackle_score,0.5841600405,0
M39,train,cycle,152_1b1_Al_sc_Meditron__5,crackle_score,0.7205363259,0
M39,train,cycle,152_1b1_Al_sc_Meditron__6,crackle_score,0.5336973722,0
M39,train,cycle,153_1b1_Al_sc_Meditron__0,crackle_score,0.7547326913,0
M39,train,cycle,153_1b1_Al_sc_Meditron__1,crackle_score,0.5274622322,0
M39,train,cycle,153_1b1_Al_sc_Meditron__2,crackle_score,0.4053499831,0
M39,train,cycle,153_1b1_Al_sc_Meditron__3,crackle_score,0.3378401156,0
M39,train,cycle,153_1b1_Al_sc_Meditron__4,crackle_score,0.6907235757,0
M39,train,cycle,153_1b1_Al_sc_Meditron__5,crackle_score,0.3862454108,0
M39,train,cycle,153_1b1_Al_sc_Meditron__6,crackle_score,0.6516300227,0
M39,train,cycle,153_1b1_Al_sc_Meditron__7,crackle_score,0.433694515,0
M39,train,cycle,153_1b1_Al_sc_Meditron__8,crackle_score,0.2450524348,0
M39,train,cycle,154_1b3_Al_mc_AKGC417L__0,crackle_score,0.3119867313,1
M39,train,cycle,154_1b3_Al_mc_AKGC417L__1,crackle_score,0.3702428921,1
M39,train,cycle,154_1b3_Al_mc_AKGC417L__2,crackle_score,0.332582519,1
M39,train,cycle,154_1b3_Al_mc_AKGC417L__3,crackle_score,0.3709242205,1
M39,train,cycle,154_1b3_Al_mc_AKGC417L__4,crackle_score,0.2157651595,0
M39,train,cycle,154_1b3_Al_mc_AKGC417L__5,crackle_score,0.2724923303,0
M39,train,cycle,154_1b3_Al_mc_AKGC417L__6,crackle_score,0.2250897422,1
M39,train,cycle,154_1b3_Al_mc_AKGC417L__7,crackle_score,0.221638775,1
M39,train,cycle,154_1b3_Al_mc_AKGC417L__8,crackle_score,0.2254687552,0
M39,train,cycle,154_1b3_Al_mc_AKGC417L__9,crackle_score,0.3462659704,1
M39,train,cycle,154_1b3_Al_mc_AKGC417L__10,crackle_score,0.29705433,1
M39,train,cycle,154_1b3_Al_mc_AKGC417L__11,crackle_score,0.3054440418,1
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__0,crackle_score,0.6037344398,0
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__1,crackle_score,0.3947972553,0
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__2,crackle_score,0.6091107474,0
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__3,crackle_score,0.4421581713,0
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__4,crackle_score,0.3346311035,0
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__5,crackle_score,0.5188974968,1
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__6,crackle_score,0.4262987013,0
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__7,crackle_score,0.4416139348,0
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__8,crackle_score,0.3685514622,0
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__9,crackle_score,0.5106734663,0
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__10,crackle_score,0.4925338089,0
M39,train,cycle,154_1b3_Ar_mc_AKGC417L__11,crackle_score,0.1853303575,0
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__0,crackle_score,0.3040567814,1
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__1,crackle_score,0.2950471561,1
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__2,crackle_score,0.1879217657,1
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__3,crackle_score,0.4516366927,1
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__4,crackle_score,0.2926775681,1
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__5,crackle_score,0.3620283095,1
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__6,crackle_score,0.3669359425,1
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__7,crackle_score,0.5317120617,1
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__8,crackle_score,0.3105788173,1
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__9,crackle_score,0.3315112809,1
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__10,crackle_score,0.3500663321,1
M39,train,cycle,154_1b3_Ll_mc_AKGC417L__11,crackle_score,0.4033140296,0
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__0,crackle_score,0.3184840422,1
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__1,crackle_score,0.319676394,0
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__2,crackle_score,0.3044718317,0
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__3,crackle_score,0.3310401342,0
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__4,crackle_score,0.3841222071,0
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__5,crackle_score,0.3674461342,1
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__6,crackle_score,0.4682226976,0
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__7,crackle_score,0.2807578522,0
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__8,crackle_score,0.5063244255,0
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__9,crackle_score,0.5691665482,0
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__10,crackle_score,0.4519956508,0
M39,train,cycle,154_1b3_Lr_mc_AKGC417L__11,crackle_score,0.2376123105,0
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__0,crackle_score,0.7852697095,1
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__1,crackle_score,0.7262443439,1
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__2,crackle_score,0.5200621385,1
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__3,crackle_score,0.4562531126,1
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__4,crackle_score,0.5916655951,1
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__5,crackle_score,0.5610070179,1
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__6,crackle_score,0.411985896,1
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__7,crackle_score,0.5401639459,1
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__8,crackle_score,0.4872964096,1
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__9,crackle_score,0.5365412061,1
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__10,crackle_score,0.4626209655,0
M39,train,cycle,154_1b3_Pl_mc_AKGC417L__11,crackle_score,0.4233496154,0
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__0,crackle_score,0.3453730895,1
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__1,crackle_score,0.376208073,0
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__2,crackle_score,0.3131014012,1
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__3,crackle_score,0.3520093645,1
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__4,crackle_score,0.4419300229,1
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__5,crackle_score,0.3305541097,1
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__6,crackle_score,0.4917612504,0
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__7,crackle_score,0.4565432407,0
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__8,crackle_score,0.4958446635,0
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__9,crackle_score,0.3559281452,1
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__10,crackle_score,0.4384084476,1
M39,train,cycle,154_1b3_Pr_mc_AKGC417L__11,crackle_score,0.4247785229,1
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__0,crackle_score,0.2389688585,0
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__1,crackle_score,0.1831405951,0
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__2,crackle_score,0.1510500155,0
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__3,crackle_score,0.1970202005,0
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__4,crackle_score,0.189592356,0
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__5,crackle_score,0.1984288453,0
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__6,crackle_score,0.3792284557,0
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__7,crackle_score,0.3457160591,0
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__8,crackle_score,0.2780285525,0
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__9,crackle_score,0.1718865639,0
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__10,crackle_score,0.2396693149,0
M39,train,cycle,154_1b3_Tc_mc_AKGC417L__11,crackle_score,0.2560092044,0
M39,train,cycle,154_2b4_Al_mc_AKGC417L__0,crackle_score,0.6010509297,0
M39,train,cycle,154_2b4_Al_mc_AKGC417L__1,crackle_score,0.6736111111,0
M39,train,cycle,154_2b4_Al_mc_AKGC417L__2,crackle_score,0.6180173092,1
M39,train,cycle,154_2b4_Al_mc_AKGC417L__3,crackle_score,0.6514004542,1
M39,train,cycle,154_2b4_Al_mc_AKGC417L__4,crackle_score,0.6605136437,1
M39,train,cycle,154_2b4_Al_mc_AKGC417L__5,crackle_score,0.6007725899,1
M39,train,cycle,154_2b4_Al_mc_AKGC417L__6,crackle_score,0.6229004506,1
M39,train,cycle,154_2b4_Ar_mc_AKGC417L__0,crackle_score,0.324206435,0
M39,train,cycle,154_2b4_Ar_mc_AKGC417L__1,crackle_score,0.2742281056,0
M39,train,cycle,154_2b4_Ar_mc_AKGC417L__2,crackle_score,0.3854166157,0
M39,train,cycle,154_2b4_Ar_mc_AKGC417L__3,crackle_score,0.3620222268,0
M39,train,cycle,154_2b4_Ar_mc_AKGC417L__4,crackle_score,0.5788522656,1
M39,train,cycle,154_2b4_Ar_mc_AKGC417L__5,crackle_score,0.3311158264,1
M39,train,cycle,154_2b4_Ar_mc_AKGC417L__6,crackle_score,0.5614502253,0
M39,train,cycle,154_2b4_Ll_mc_AKGC417L__0,crackle_score,0.5320910772,1
M39,train,cycle,154_2b4_Ll_mc_AKGC417L__1,crackle_score,0.3747357415,1
M39,train,cycle,154_2b4_Ll_mc_AKGC417L__2,crackle_score,0.4926377682,1
M39,train,cycle,154_2b4_Ll_mc_AKGC417L__3,crackle_score,0.4064857521,1
M39,train,cycle,154_2b4_Ll_mc_AKGC417L__4,crackle_score,0.4223095706,1
M39,train,cycle,154_2b4_Ll_mc_AKGC417L__5,crackle_score,0.533834291,1
M39,train,cycle,154_2b4_Ll_mc_AKGC417L__6,crackle_score,0.4199422487,1
M39,train,cycle,154_2b4_Lr_mc_AKGC417L__0,crackle_score,0.7223120453,1
M39,train,cycle,154_2b4_Lr_mc_AKGC417L__1,crackle_score,0.6736111111,1
M39,train,cycle,154_2b4_Lr_mc_AKGC417L__2,crackle_score,0.5128486366,1
M39,train,cycle,154_2b4_Lr_mc_AKGC417L__3,crackle_score,0.6795674567,1
M39,train,cycle,154_2b4_Lr_mc_AKGC417L__4,crackle_score,0.6605136437,1
M39,train,cycle,154_2b4_Lr_mc_AKGC417L__5,crackle_score,0.6343634531,1
M39,train,cycle,154_2b4_Lr_mc_AKGC417L__6,crackle_score,0.5782704216,1
M39,train,cycle,154_2b4_Pl_mc_AKGC417L__0,crackle_score,0.6616814875,1
M39,train,cycle,154_2b4_Pl_mc_AKGC417L__1,crackle_score,0.6350308642,1
M39,train,cycle,154_2b4_Pl_mc_AKGC417L__2,crackle_score,0.5590086546,1
M39,train,cycle,154_2b4_Pl_mc_AKGC417L__3,crackle_score,0.670325511,1
M39,train,cycle,154_2b4_Pl_mc_AKGC417L__4,crackle_score,0.5601926164,1
M39,train,cycle,154_2b4_Pl_mc_AKGC417L__5,crackle_score,0.5839771582,1
M39,train,cycle,154_2b4_Pl_mc_AKGC417L__6,crackle_score,0.6433838591,1
M39,train,cycle,154_2b4_Pr_mc_AKGC417L__0,crackle_score,0.5606305578,0
M39,train,cycle,154_2b4_Pr_mc_AKGC417L__1,crackle_score,0.5771604938,0
M39,train,cycle,154_2b4_Pr_mc_AKGC417L__2,crackle_score,0.5475685558,1
M39,train,cycle,154_2b4_Pr_mc_AKGC417L__3,crackle_score,0.5757002271,0
M39,train,cycle,154_2b4_Pr_mc_AKGC417L__4,crackle_score,0.5601926164,0
M39,train,cycle,154_2b4_Pr_mc_AKGC417L__5,crackle_score,0.6175680215,1
M39,train,cycle,154_2b4_Pr_mc_AKGC417L__6,crackle_score,0.5428676297,0
M39,train,cycle,154_2b4_Tc_mc_AKGC417L__0,crackle_score,0.4173070649,0
M39,train,cycle,154_2b4_Tc_mc_AKGC417L__1,crackle_score,0.2943986173,0
M39,train,cycle,154_2b4_Tc_mc_AKGC417L__2,crackle_score,0.3878188469,0
M39,train,cycle,154_2b4_Tc_mc_AKGC417L__3,crackle_score,0.3223525115,0
M39,train,cycle,154_2b4_Tc_mc_AKGC417L__4,crackle_score,0.5601926164,0
M39,train,cycle,154_2b4_Tc_mc_AKGC417L__5,crackle_score,0.3907312208,0
M39,train,cycle,154_2b4_Tc_mc_AKGC417L__6,crackle_score,0.2394149061,0
M39,train,cycle,154_3b3_Al_mc_AKGC417L__0,crackle_score,0.7583979328,0
M39,train,cycle,154_3b3_Al_mc_AKGC417L__1,crackle_score,0.5808127453,0
M39,train,cycle,154_3b3_Al_mc_AKGC417L__2,crackle_score,0.7069917203,1
M39,train,cycle,154_3b3_Al_mc_AKGC417L__3,crackle_score,0.6667407737,0
M39,train,cycle,154_3b3_Al_mc_AKGC417L__4,crackle_score,0.5623888466,1
M39,train,cycle,154_3b3_Ar_mc_AKGC417L__0,crackle_score,0.4736471057,0
M39,train,cycle,154_3b3_Ar_mc_AKGC417L__1,crackle_score,0.6500808127,1
M39,train,cycle,154_3b3_Ar_mc_AKGC417L__2,crackle_score,0.3968180967,1
M39,train,cycle,154_3b3_Ar_mc_AKGC417L__3,crackle_score,0.6111605158,1
M39,train,cycle,154_3b3_Ar_mc_AKGC417L__4,crackle_score,0.5698499543,1
M39,train,cycle,154_3b3_Ll_mc_AKGC417L__0,crackle_score,0.3521294194,1
M39,train,cycle,154_3b3_Ll_mc_AKGC417L__1,crackle_score,0.5483652913,1
M39,train,cycle,154_3b3_Ll_mc_AKGC417L__2,crackle_score,0.4117540264,1
M39,train,cycle,154_3b3_Ll_mc_AKGC417L__3,crackle_score,0.5889284126,1
M39,train,cycle,154_3b3_Ll_mc_AKGC417L__4,crackle_score,0.3875776521,0
M39,train,cycle,154_4b4_Al_mc_AKGC417L__0,crackle_score,0.2626069198,1
M39,train,cycle,154_4b4_Al_mc_AKGC417L__1,crackle_score,0.141580306,1
M39,train,cycle,154_4b4_Al_mc_AKGC417L__2,crackle_score,0.2183439717,1
M39,train,cycle,154_4b4_Al_mc_AKGC417L__3,crackle_score,0.2389902845,1
M39,train,cycle,154_4b4_Al_mc_AKGC417L__4,crackle_score,0.1431847759,1
M39,train,cycle,154_4b4_Al_mc_AKGC417L__5,crackle_score,0.2310288424,1
M39,train,cycle,154_4b4_Al_mc_AKGC417L__6,crackle_score,0.2512208552,0
M39,train,cycle,154_4b4_Al_mc_AKGC417L__7,crackle_score,0.1785475154,1
M39,train,cycle,154_4b4_Al_mc_AKGC417L__8,crackle_score,0.2337908322,1
M39,train,cycle,154_4b4_Al_mc_AKGC417L__9,crackle_score,0.1652304108,0
M39,train,cycle,154_4b4_Ar_mc_AKGC417L__0,crackle_score,0.6793032787,1
M39,train,cycle,154_4b4_Ar_mc_AKGC417L__1,crackle_score,0.5235960359,1
M39,train,cycle,154_4b4_Ar_mc_AKGC417L__2,crackle_score,0.6293995859,1
M39,train,cycle,154_4b4_Ar_mc_AKGC417L__3,crackle_score,0.4151319169,1
M39,train,cycle,154_4b4_Ar_mc_AKGC417L__4,crackle_score,0.2620108633,0
M39,train,cycle,154_4b4_Ar_mc_AKGC417L__5,crackle_score,0.5757958565,1
M39,train,cycle,154_4b4_Ar_mc_AKGC417L__6,crackle_score,0.5866175834,1
M39,train,cycle,154_4b4_Ar_mc_AKGC417L__7,crackle_score,0.3249349598,0
M39,train,cycle,154_4b4_Ar_mc_AKGC417L__8,crackle_score,0.6555209953,1
M39,train,cycle,154_4b4_Ar_mc_AKGC417L__9,crackle_score,0.6362850063,0
M39,train,cycle,154_4b4_Ll_mc_AKGC417L__0,crackle_score,0.3474325481,0
M39,train,cycle,154_4b4_Ll_mc_AKGC417L__1,crackle_score,0.2921276099,0
M39,train,cycle,154_4b4_Ll_mc_AKGC417L__2,crackle_score,0.4054788019,0
M39,train,cycle,154_4b4_Ll_mc_AKGC417L__3,crackle_score,0.3412016131,0
M39,train,cycle,154_4b4_Ll_mc_AKGC417L__4,crackle_score,0.3266181324,0
M39,train,cycle,154_4b4_Ll_mc_AKGC417L__5,crackle_score,0.2064963235,0
M39,train,cycle,154_4b4_Ll_mc_AKGC417L__6,crackle_score,0.3169836566,0
M39,train,cycle,154_4b4_Ll_mc_AKGC417L__7,crackle_score,0.3501729852,0
M39,train,cycle,154_4b4_Ll_mc_AKGC417L__8,crackle_score,0.5450154872,0
M39,train,cycle,154_4b4_Ll_mc_AKGC417L__9,crackle_score,0.1978645364,0
M39,train,cycle,154_4b4_Lr_mc_AKGC417L__0,crackle_score,0.2318034938,1
M39,train,cycle,154_4b4_Lr_mc_AKGC417L__1,crackle_score,0.2472124659,1
M39,train,cycle,154_4b4_Lr_mc_AKGC417L__2,crackle_score,0.1994436968,1
M39,train,cycle,154_4b4_Lr_mc_AKGC417L__3,crackle_score,0.1973721748,1
M39,train,cycle,154_4b4_Lr_mc_AKGC417L__4,crackle_score,0.2443323133,1
M39,train,cycle,154_4b4_Lr_mc_AKGC417L__5,crackle_score,0.1416177947,1
M39,train,cycle,154_4b4_Lr_mc_AKGC417L__6,crackle_score,0.1940786516,1
M39,train,cycle,154_4b4_Lr_mc_AKGC417L__7,crackle_score,0.147333759,1
M39,train,cycle,154_4b4_Lr_mc_AKGC417L__8,crackle_score,0.06786652341,1
M39,train,cycle,154_4b4_Lr_mc_AKGC417L__9,crackle_score,0.07843151456,0
M39,train,cycle,154_4b4_Pl_mc_AKGC417L__0,crackle_score,0.4019507415,1
M39,train,cycle,154_4b4_Pl_mc_AKGC417L__1,crackle_score,0.4344167346,1
M39,train,cycle,154_4b4_Pl_mc_AKGC417L__2,crackle_score,0.5517598344,1
M39,train,cycle,154_4b4_Pl_mc_AKGC417L__3,crackle_score,0.4590248606,0
M39,train,cycle,154_4b4_Pl_mc_AKGC417L__4,crackle_score,0.5316739634,0
M39,train,cycle,154_4b4_Pl_mc_AKGC417L__5,crackle_score,0.2951707911,0
M39,train,cycle,154_4b4_Pl_mc_AKGC417L__6,crackle_score,0.4395477799,0
M39,train,cycle,154_4b4_Pl_mc_AKGC417L__7,crackle_score,0.6415762152,1
M39,train,cycle,154_4b4_Pl_mc_AKGC417L__8,crackle_score,0.603390187,1
M39,train,cycle,154_4b4_Pl_mc_AKGC417L__9,crackle_score,0.6258577884,0
M39,train,cycle,154_4b4_Pr_mc_AKGC417L__0,crackle_score,0.6024590164,1
M39,train,cycle,154_4b4_Pr_mc_AKGC417L__1,crackle_score,0.6415762152,0
M39,train,cycle,154_4b4_Pr_mc_AKGC417L__2,crackle_score,0.6035196687,0
M39,train,cycle,154_4b4_Pr_mc_AKGC417L__3,crackle_score,0.4347529344,0
M39,train,cycle,154_4b4_Pr_mc_AKGC417L__4,crackle_score,0.4729825019,0
M39,train,cycle,154_4b4_Pr_mc_AKGC417L__5,crackle_score,0.5003152189,0
M39,train,cycle,154_4b4_Pr_mc_AKGC417L__6,crackle_score,0.4302522798,0
M39,train,cycle,154_4b4_Pr_mc_AKGC417L__7,crackle_score,0.4307540194,1
M39,train,cycle,154_4b4_Pr_mc_AKGC417L__8,crackle_score,0.5518403318,0
M39,train,cycle,154_4b4_Pr_mc_AKGC417L__9,crackle_score,0.5545851528,0
M39,train,cycle,155_2b1_Al_mc_LittC2SE__0,crackle_score,0.269242526,0
M39,train,cycle,155_2b1_Al_mc_LittC2SE__1,crackle_score,0.5938841202,0
M39,train,cycle,155_2b1_Al_mc_LittC2SE__2,crackle_score,0.3935889158,0
M39,train,cycle,155_2b1_Al_mc_LittC2SE__3,crackle_score,0.3286762264,0
M39,train,cycle,155_2b1_Al_mc_LittC2SE__4,crackle_score,0.5983580707,0
M39,train,cycle,155_2b1_Al_mc_LittC2SE__5,crackle_score,0.2756476597,0
M39,train,cycle,156_2b3_Al_mc_AKGC417L__0,crackle_score,0.4840201867,1
M39,train,cycle,156_2b3_Al_mc_AKGC417L__1,crackle_score,0.4186388851,1
M39,train,cycle,156_2b3_Al_mc_AKGC417L__2,crackle_score,0.4063230457,1
M39,train,cycle,156_2b3_Al_mc_AKGC417L__3,crackle_score,0.3467693465,1
M39,train,cycle,156_2b3_Al_mc_AKGC417L__4,crackle_score,0.4573964578,1
M39,train,cycle,156_2b3_Al_mc_AKGC417L__5,crackle_score,0.4182226914,1
M39,train,cycle,156_2b3_Ar_mc_AKGC417L__0,crackle_score,0.6582278481,0
M39,train,cycle,156_2b3_Ar_mc_AKGC417L__1,crackle_score,0.5927930715,1
M39,train,cycle,156_2b3_Ar_mc_AKGC417L__2,crackle_score,0.5323729362,1
M39,train,cycle,156_2b3_Ar_mc_AKGC417L__3,crackle_score,0.3286055935,0
M39,train,cycle,156_2b3_Ar_mc_AKGC417L__4,crackle_score,0.4734441692,1
M39,train,cycle,156_2b3_Ar_mc_AKGC417L__5,crackle_score,0.6686340641,1
M39,train,cycle,156_2b3_Ll_mc_AKGC417L__0,crackle_score,0.4309238978,1
M39,train,cycle,156_2b3_Ll_mc_AKGC417L__1,crackle_score,0.4122181335,1
M39,train,cycle,156_2b3_Ll_mc_AKGC417L__2,crackle_score,0.4492449468,1
M39,train,cycle,156_2b3_Ll_mc_AKGC417L__3,crackle_score,0.3457131395,1
M39,train,cycle,156_2b3_Ll_mc_AKGC417L__4,crackle_score,0.4426233533,1
M39,train,cycle,156_2b3_Ll_mc_AKGC417L__5,crackle_score,0.5088541106,1
M39,train,cycle,156_2b3_Lr_mc_AKGC417L__0,crackle_score,0.6291988403,1
M39,train,cycle,156_2b3_Lr_mc_AKGC417L__1,crackle_score,0.5108553997,1
M39,train,cycle,156_2b3_Lr_mc_AKGC417L__2,crackle_score,0.4472829881,1
M39,train,cycle,156_2b3_Lr_mc_AKGC417L__3,crackle_score,0.3269248988,1
M39,train,cycle,156_2b3_Lr_mc_AKGC417L__4,crackle_score,0.3308782219,1
M39,train,cycle,156_2b3_Lr_mc_AKGC417L__5,crackle_score,0.3745563773,1
M39,train,cycle,156_2b3_Pl_mc_AKGC417L__0,crackle_score,0.4038237902,1
M39,train,cycle,156_2b3_Pl_mc_AKGC417L__1,crackle_score,0.3348438274,1
M39,train,cycle,156_2b3_Pl_mc_AKGC417L__2,crackle_score,0.2527267965,1
M39,train,cycle,156_2b3_Pl_mc_AKGC417L__3,crackle_score,0.3549422906,1
M39,train,cycle,156_2b3_Pl_mc_AKGC417L__4,crackle_score,0.2599289718,1
M39,train,cycle,156_2b3_Pl_mc_AKGC417L__5,crackle_score,0.274289626,1
M39,train,cycle,156_2b3_Pr_mc_AKGC417L__0,crackle_score,0.506756096,1
M39,train,cycle,156_2b3_Pr_mc_AKGC417L__1,crackle_score,0.6391896072,1
M39,train,cycle,156_2b3_Pr_mc_AKGC417L__2,crackle_score,0.5161864681,1
M39,train,cycle,156_2b3_Pr_mc_AKGC417L__3,crackle_score,0.5709821433,1
M39,train,cycle,156_2b3_Pr_mc_AKGC417L__4,crackle_score,0.416517795,1
M39,train,cycle,156_2b3_Pr_mc_AKGC417L__5,crackle_score,0.6053962901,1
M39,train,cycle,156_5b3_Al_mc_AKGC417L__0,crackle_score,0.4786942094,0
M39,train,cycle,156_5b3_Al_mc_AKGC417L__1,crackle_score,0.4189186456,1
M39,train,cycle,156_5b3_Al_mc_AKGC417L__2,crackle_score,0.6796138303,1
M39,train,cycle,156_5b3_Al_mc_AKGC417L__3,crackle_score,0.523883518,1
M39,train,cycle,156_5b3_Al_mc_AKGC417L__4,crackle_score,0.7020932968,1
M39,train,cycle,156_5b3_Al_mc_AKGC417L__5,crackle_score,0.5544887,1
M39,train,cycle,156_5b3_Al_mc_AKGC417L__6,crackle_score,0.6943005181,1
M39,train,cycle,156_5b3_Al_mc_AKGC417L__7,crackle_score,0.5638629009,1
M39,train,cycle,156_5b3_Al_mc_AKGC417L__8,crackle_score,0.7211541543,1
M39,train,cycle,156_5b3_Ar_mc_AKGC417L__0,crackle_score,0.6291032151,0
